mol,apol,ast_violation,ast_violation_ext,a_acc,a_aro,a_count,a_don,a_donacc,a_heavy,a_hyd,a_IC,a_ICM,a_nC,a_nCl,a_nF,a_nH,a_nN,a_nO,balabanJ,BCUT_PEOE_0,BCUT_PEOE_1,BCUT_PEOE_2,BCUT_PEOE_3,BCUT_SLOGP_0,BCUT_SLOGP_1,BCUT_SLOGP_2,BCUT_SLOGP_3,BCUT_SMR_0,BCUT_SMR_1,BCUT_SMR_2,BCUT_SMR_3,bpol,b_1rotN,b_1rotR,b_ar,b_count,b_double,b_heavy,b_max1len,b_rotN,b_rotR,b_single,chi0,chi0v,chi0v_C,chi0_C,chi1,chi1v,chi1v_C,chi1_C,chiral,density,diameter,GCUT_PEOE_0,GCUT_PEOE_1,GCUT_PEOE_2,GCUT_PEOE_3,GCUT_SLOGP_0,GCUT_SLOGP_1,GCUT_SLOGP_2,GCUT_SLOGP_3,GCUT_SMR_0,GCUT_SMR_1,GCUT_SMR_2,GCUT_SMR_3,h_ema,h_emd,h_emd_C,h_logD,h_logP,h_logS,h_log_pbo,h_mr,h_pavgQ,h_pKa,h_pKb,h_pstates,h_pstrain,Kier1,Kier2,Kier3,KierA1,KierA2,KierA3,KierFlex,lip_acc,lip_don,lip_violation,logP(o/w),logS,mr,nmol,opr_brigid,opr_nring,opr_nrot,opr_violation,PEOE_PC+,PEOE_PC-,PEOE_RPC+,PEOE_RPC-,PEOE_VSA+0,PEOE_VSA+1,PEOE_VSA+2,PEOE_VSA+3,PEOE_VSA+4,PEOE_VSA+5,PEOE_VSA+6,PEOE_VSA-0,PEOE_VSA-1,PEOE_VSA-2,PEOE_VSA-3,PEOE_VSA-4,PEOE_VSA-5,PEOE_VSA-6,PEOE_VSA_FHYD,PEOE_VSA_FNEG,PEOE_VSA_FPNEG,PEOE_VSA_FPOL,PEOE_VSA_FPOS,PEOE_VSA_FPPOS,PEOE_VSA_HYD,PEOE_VSA_NEG,PEOE_VSA_PNEG,PEOE_VSA_POL,PEOE_VSA_POS,PEOE_VSA_PPOS,petitjean,petitjeanSC,Q_VSA_FHYD,Q_VSA_FPOS,Q_VSA_HYD,Q_VSA_POS,radius,rings,rsynth,SlogP,SlogP_VSA0,SlogP_VSA1,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,SMR,SMR_VSA0,SMR_VSA1,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,TPSA,VAdjEq,VAdjMa,VDistEq,VDistMa,vdw_area,vdw_vol,vsa_acc,vsa_hyd,vsa_other,vsa_pol,Weight,weinerPath,weinerPol,zagreb,Label
ClC1C(=O)N(c2sc3c(n2)cccc3)C21N(c1cc(S(=O)(=O)O)ccc1)N=C(C=Cc1cc(OC)c(O)cc1)C2,78.714653,4,6,8,21,61,4,12,40,25,115.64458,1.8958127,27,1,0,21,4,6,1.2182128,-2.6593494,-0.65207839,0.64852023,2.7948344,-2.874609,-0.57329237,0.74197274,2.648736,-2.400135,-0.44968057,0.90004593,3.0532978,40.287346,6,0.13333334,22,66,3,45,3,6,0.13333334,41,28.233475,23.189669,15.29001,17.750347,19.112377,14.650343,7.581892,10.449456,2,0.86451089,15,-0.81266916,-0.45405516,0.075564168,2.8229947,-1.0772088,-0.37464014,0.16449822,2.8815179,-0.51696604,-0.20416021,0.3209787,3.125149,11.304417,14.612309,8.2094097,6.0161557,5.5311394,-8.4764729,14.723542,15.303782,-1.0320141,5.2613988,9.8613749,1.679372,12.786774,30.044445,11.828608,5.5630989,24.904924,9.7557068,4.5720468,6.0741286,10,2,1,5.9809999,-7.80374,15.191132,1,32,6,6,4,3.2490511,-3.2490511,0.091951855,0.10996088,54.484646,128.35591,28.429823,0.96615577,30.084791,17.134132,0,67.667664,73.529427,29.581947,9.4210396,37.6991,23.775803,10.271297,0.76737446,0.49265823,0.14029323,0.23262557,0.5073418,0.092332348,392.43661,251.94627,71.746201,118.96512,259.45547,47.218922,0.46666667,0.875,1,1,511.40173,511.40173,8,6,0.1,4.3214998,65.441971,72.972748,37.171192,0,3.185575,53.59761,0,214.60814,36.511589,84.170685,15.35484,72.033905,92.764404,7.6768398,18.398258,6.1474218,230.58662,25.658716,114.39335,132.63,0.31237534,6.4918532,3.7369092,10.390422,511.40173,690.64716,31.174294,351.73355,44.328491,92.765999,597.07202,5167,70,228,0
O=C(Nc1cc2OCC(C)N(Cc3cc4OCOc4cc3)CC(C)C(OC)CN(C)C(=O)c2cc1)c1cc2OCOc2cc1,92.467339,3,4,9,18,81,1,10,44,29,125.55818,1.550101,33,0,0,37,3,8,1.1100802,-2.7604463,-0.59367138,0.60308129,2.7109551,-2.8311269,-0.52459323,0.67378378,2.671946,-2.5014441,-0.4181565,0.75379831,2.9610431,58.480659,5,0.10204082,18,86,2,49,4,6,0.12244898,66,30.793953,25.331257,20.670843,22.689505,21.283228,14.674332,8.7804337,11.186673,3,0.75272137,19,-0.84847206,-0.41486019,0.023470944,3.0607424,-0.99323791,-0.35912129,0.13697933,3.0978396,-0.52791572,-0.21313213,0.16038737,3.3091276,11.658165,16.696644,13.942307,3.1375861,4.0230637,-6.9244399,12.755321,16.426674,0.87174755,14,6.167675,1.466753,1.2243761,33.884216,15.48,8.1851521,26.756794,12.15301,6.4000988,7.3903546,11,1,2,4.3699999,-6.0436101,16.244755,1,37,5,15,5,3.8984504,-3.8984504,0.065900631,0.096888006,163.84816,120.09639,33.834076,51.021557,0,25.899061,0,118.99545,31.002581,0,0,0,27.133842,15.159428,0.88382721,0.32758841,0.072051026,0.11617279,0.67241162,0.044121768,518.79822,192.29131,42.29327,68.192329,394.69925,25.899061,0.47368422,0.89999998,1,1,586.99054,586.99054,10,6,0.52272725,4.6689,54.999439,34.776947,21.450506,103.77364,61.691952,68.281059,0,158.78867,0,114.0655,16.20187,58.724319,61.248066,4.4107962,46.224483,20.767498,177.22824,114.29121,134.93309,108.03,0.28902414,6.6147099,4.0179167,10.642429,586.99054,801.98602,42.15638,426.59262,82.515968,47.838955,603.672,7161,75,238,0
Ic1ccc(NC2c3c(C(c4cc(OC)c(O)c(OC)c4)C4C(=O)OCC24)cc2OCOc2c3)cc1,75.587029,3,4,6,18,60,2,8,36,26,96.340889,1.6056814,27,0,0,24,1,7,1.3187293,-2.6864381,-0.64919424,0.60160041,2.7969415,-2.6658878,-0.55939347,0.75626194,2.8125594,-2.4403584,-0.43925428,0.83716112,3.0362389,41.024967,5,0.12195122,18,65,1,41,3,5,0.12195122,46,24.973963,21.774584,15.842417,17.731321,17.477898,12.630998,7.693717,9.9738941,4,0.92685598,14,-0.81822515,-0.41867983,0.041433826,3.0390897,-0.94362521,-0.36624974,0.15003566,3.1413608,-0.52435642,-0.2172545,0.18907405,3.3074973,8.1018429,13.206808,9.9492464,4.2002478,4.2027297,-6.7828298,11.493214,13.973248,-0.040285178,8.376997,14,1.1839418,0.024513755,26.234385,10.873421,4.8160586,22.523222,9.2927523,4.1028099,5.8139644,8,2,1,5.2680001,-5.8508201,14.044663,1,31,6,5,3,2.9486148,-2.9486148,0.090411454,0.12052575,75.677078,95.993629,50.91161,21.201273,10.324173,14.708499,0,151.65486,0,0,0,0,13.703812,20.286322,0.87012577,0.40849465,0.074792147,0.12987423,0.59150535,0.055082083,395.43845,185.645,33.990131,59.022804,268.81625,25.032671,0.5,1,1,1,454.46124,454.46124,7,6,0.30555555,4.9260998,69.384781,25.756214,36.521748,43.91037,18.378317,70.767738,4.4107962,141.14548,3.9819686,85.755898,13.91915,34.862103,69.384781,10.481236,44.16663,20.767498,141.14548,51.655834,127.54974,95.480003,0.34029734,6.3575521,3.4959095,10.099194,454.46124,648.85266,23.581945,338.81635,45.52071,42.831444,601.39301,3565,67,204,0
O=C(OC1(CC)C(=O)OCC=2C(=O)N3C(c4nc5c(cc4C3)cccc5)=CC1=2)NCCN1C(=O)CCCCCCCCC1=O,92.098549,3,5,6,10,80,1,7,44,28,125.52045,1.5690057,33,0,0,36,4,7,1.1063831,-2.6860251,-0.59394306,0.56755412,2.6749363,-2.755542,-0.5450936,0.66188771,2.8037775,-2.4394121,-0.39725986,0.73537034,2.92466,53.917454,5,0.10204082,11,85,7,49,4,7,0.14285715,67,30.846359,24.855869,20.15649,21.863232,21.318537,15.456243,10.956924,12.88716,1,0.7603116,20,-0.81708872,-0.44770113,0.071967244,2.9793134,-1.1614397,-0.33790061,0.12070341,2.9969795,-0.53158224,-0.22480549,0.18995164,3.2309639,12.470757,16.559021,14.037646,5.2791486,5.2822514,-8.0125027,12.874974,16.424742,0.007486715,14,9.1224451,1.0450903,0.004480107,33.884216,15.047014,7.0898933,25.591557,11.285655,5.2919512,6.5640335,11,1,2,4.1880002,-7.70046,16.217339,1,36,5,14,4,3.7132633,-3.7132633,0.097499676,0.088941269,142.19453,107.95767,0,8.6190128,25.899061,27.65803,19.199511,62.868652,90.317642,0,0,19.249496,56.771439,2.6406472,0.73123056,0.41153333,0.13962545,0.26876947,0.5884667,0.12914401,411.95752,231.84789,78.661583,151.41818,331.52783,72.756599,0.5,1,1,1,563.37573,563.37573,10,6,0.36363637,4.4159002,18.01075,53.872608,117.44864,57.805416,5.9423227,6.37115,0,113.33295,169.81564,75.627808,15.96217,141.31085,23.034157,18.01075,12.313473,7.4738488,294.11432,88.643867,33.326015,135.21001,0.28902414,6.6147099,4.0638137,10.623775,563.37573,790.03394,73.517181,378.42566,77.764114,79.199753,600.672,7251,84,240,0
Clc1ccc(-c2noc(COC3C4(C)C5(O)C(C)(C(O)C(OC(=O)C)C4C(C)(C)CC3)OC(C=C)(C)CC5=O)c2)cc1,92.687721,3,5,7,11,82,2,9,42,30,124.44214,1.5175871,32,1,0,40,1,8,1.4608827,-2.9570282,-0.51518756,0.55280703,3.0047283,-3.0462406,-0.38108662,0.57577616,2.9544044,-2.7356477,-0.26059839,0.76851338,3.217422,53.728279,6,0.13043478,11,86,3,46,4,7,0.15217391,72,30.880104,25.73406,20.809036,22.34457,19.520477,14.679228,11.23947,12.962728,8,0.76902932,17,-0.80157089,-0.39088947,0.023016866,3.5133612,-0.9487803,-0.26386139,0.003887715,3.501646,-0.53605956,-0.20593208,0.19305076,3.7224874,11.47104,14.89734,11.804785,4.6735544,4.6735544,-6.8055754,8.1306229,15.771413,0,14,14,1,0,33.365784,11.662222,5.3497944,29.317245,10.213595,4.674593,7.1293926,9,2,2,5.0900002,-7.3835301,15.716566,1,28,5,6,4,3.5566511,-3.5566511,0.072929256,0.10859398,153.06683,60.354946,31.460701,16.917038,20.648346,14.708499,0,79.407791,155.77621,0,0,0,27.133842,28.948708,0.84460258,0.49499527,0.095309936,0.1553974,0.50500476,0.060087468,496.98352,291.26657,56.08255,91.439392,297.15637,35.356846,0.47058824,0.8888889,1,1,588.42291,588.42291,9,5,0.21428572,5.3192,50.770454,33.029671,100.13004,0,9.8596172,9.7341213,3.5006065,111.80143,56.605217,292.13177,15.45696,90.458214,70.36705,4.4107962,28.355375,5.9423227,183.39058,13.433075,271.20554,128.32001,0.29547828,6.523562,3.7673447,10.512976,588.42291,782.96619,43.026615,440.78796,40.031654,70.160454,602.12396,5543,91,242,0
Clc1c(N(S(=O)(=O)c2cnc(N3CCOCC3)cc2)Cc2ccc(OC(F)(F)F)cc2)nc2n1C=C(Cl)C=C2,73.214859,3,4,6,17,59,0,6,39,25,124.23375,2.1056569,24,2,3,20,5,4,1.2761917,-2.6569378,-0.56258661,0.56802881,2.6043601,-2.7818058,-0.47400403,0.7592712,2.5377998,-2.3848293,-0.35171244,0.81703019,2.874506,45.201141,7,0.1627907,17,63,2,43,4,8,0.18604651,44,27.785881,22.304523,13.809036,15.725404,18.508989,13.7005,5.823638,7.8240647,0,0.91632998,17,-0.9079141,-0.38796195,0.020590652,2.7509067,-0.98609579,-0.36690399,0.2583378,2.8153222,-0.50604123,-0.18931594,0.17996994,3.0398386,11.868059,10.562349,10.562349,5.7831264,5.9394631,-8.3182392,11.685794,14.0577,0.37277359,14,7.2273469,1.9536047,0.27765015,30.457544,12.700684,7.3242116,26.031145,10.808067,6.2134819,7.2140093,9,0,2,5.0647602,-6.77002,14.097207,1,28,5,8,4,3.0170326,-3.0170326,0.17542534,0.12791644,68.751617,131.47015,27.936478,0,10.105608,0,19.480083,111.18116,95.928604,35.725906,0,5.6825762,2.503756,8.1863317,0.91109747,0.50141639,0.03167152,0.088902511,0.49858361,0.05723099,470.99393,259.20834,16.372663,45.958355,257.74393,29.585691,0.47058824,0.8888889,1,1,516.95227,516.95227,9,5,0.66666669,5.3926001,15.642762,93.459206,17.640631,78.731674,5.513495,5.0513406,3.0717793,140.71664,34.85754,151.51648,14.03648,59.171577,91.35038,16.010977,17.329309,4.6558404,159.15622,113.58922,84.938034,89.790001,0.31356117,6.4262648,3.8464153,10.300098,516.95227,657.42798,48.389187,401.63913,52.688053,48.389187,602.42096,5096,65,214,0
Clc1c(S(=O)(=O)N2CCOCC2)cc(C(=O)Nc2c(C#N)c3c(s2)CN(c2ccc(C#N)cc2)CC3)c(Cl)c1,78.630653,3,5,6,17,60,1,7,39,26,116.3537,1.9392283,26,2,0,21,5,4,1.1985818,-2.6864877,-0.61186272,0.63637453,2.6389973,-2.8057265,-0.42642951,0.78193426,2.6233346,-2.4089673,-0.34428397,0.87699533,2.9374826,41.367348,5,0.11627907,17,64,1,43,2,8,0.18604651,44,27.733475,23.552973,14.913849,16.957455,18.721914,14.919114,7.1831746,9.3989792,0,0.87165254,20,-0.83112884,-0.42127797,0.056466606,2.7508776,-0.99312615,-0.36406967,0.18259002,2.8321218,-0.51124132,-0.16743645,0.26389897,3.0519705,12.607815,12.805896,9.8444309,5.6841106,5.6841106,-8.8285046,13.188728,15.18951,0,14,14,1,0,30.457544,13.10708,6.5065398,26.433561,11.331233,5.6093116,7.6801243,9,1,1,3.092,-7.7274599,15.289227,1,28,5,9,4,2.7355905,-2.7355905,0.11013332,0.1392398,150.80652,86.353638,24.819252,28.379631,0,12.949531,4.1846013,72.184372,63.348495,0,35.484978,32.016521,13.566921,2.6406472,0.87591821,0.41622809,0.091552831,0.12408177,0.58377194,0.032528937,461.37689,219.24194,48.224091,65.358223,307.49316,17.134132,0.5,1,1,1,526.73511,526.73511,10,5,0.53846157,4.900538,3.1243138,72.959785,17.640631,192.49345,37.962917,20.41914,7.0012131,105.85911,0,131.70088,14.9143,83.033791,63.637272,4.6750479,54.305408,21.697073,143.16708,102.43004,116.21572,126.53,0.31356117,6.4262648,3.9980705,10.268575,526.73511,691.24219,83.572182,356.51697,63.654152,89.254753,602.52301,5363,70,212,0
S=C1C(C)=CN(C(=O)N1)C1C(O[Si](C(C)(C)C)(C)C)C2(C(N)=CS(=O)(=O)O2)C(CO[Si](C(C)(C)C)(C)C)O1,96.386101,3,5,8,0,81,2,10,38,21,141.75299,1.750037,24,0,0,43,3,7,2.102674,-2.777632,-0.11199925,0.061640445,2.863961,-2.8251901,0.046439238,0.17366466,2.831444,-2.4872448,0.095827855,0.15943155,3.1130166,94.185898,6,0.15000001,0,83,4,40,7,8,0.2,79,29.275656,27.92565,18.093859,18.662773,16.950762,20.373217,5.8962822,6.3347874,4,0.79206187,12,-0.81347758,-0.33198455,-0.12176339,3.2612252,-1.3400245,-0.20318893,-0.03041877,3.2471108,-0.52327979,-0.091882773,-0.054299999,3.5072184,11.634796,15.840587,9.2895708,3.0756707,3.0756733,-7.023478,4.3579769,16.786268,-8.34E-06,12.078841,14,1.0001059,4.97E-06,32.513748,10.370242,6.1330447,34.254757,10.941098,6.4770827,9.8627548,10,3,1,0.62900001,-4.0205698,16.421545,1,16,3,9,2,3.5495765,-3.5495765,0.092524111,0.10000902,157.50365,52.056393,81.060349,22.28034,0,14.230966,17.440542,107.11876,112.48607,0,0,45.583443,11.596216,10.86505,0.84227651,0.45498201,0.10762791,0.15772349,0.54501802,0.050095566,532.50555,287.64954,68.044708,99.716217,344.57224,31.671509,0.5,1,1,1,632.2218,632.2218,6,3,0.60526317,4.2788,50.90794,94.52433,57.934135,20.926258,0,5.9423227,0,33.222702,0,416.55035,15.56129,102.40777,3.1243138,18.01075,24.919443,32.897186,33.222702,26.469564,438.95633,161.50999,0.30891407,6.321928,3.3824444,10.280215,632.2218,764.99579,92.641212,411.95682,66.506866,116.06628,605.92401,3998,73,216,0
Clc1c(C)cc(-c2nn(CC(O)CN3CCC(N4C(=O)N(C(C)C)c5c4cccc5)CC3)c3c2CN(C(=O)C)CC3)cc1,96.604515,3,4,5,17,84,1,6,43,32,130.56537,1.5543495,33,1,0,41,6,3,1.0349406,-2.7981379,-0.52855766,0.55614221,2.748229,-2.8705528,-0.43575004,0.6505819,2.7125506,-2.5301969,-0.38576657,0.72072726,3.0193844,57.057487,8,0.16666667,17,89,2,48,4,8,0.16666667,70,30.41312,26.218349,21.137465,22.819262,20.617102,15.72259,10.310184,12.375048,1,0.73770356,19,-0.85392797,-0.37040442,0.025294591,3.0659983,-1.0312349,-0.31148192,0.079142392,3.0970578,-0.52289033,-0.18417969,0.16291444,3.3250532,9.8365517,14.147205,12.838617,4.3752785,5.2910166,-7.8698292,11.729559,16.958708,0.88145411,14,6.1362834,1.4654399,1.2630923,32.921875,14.005554,6.8564434,26.518974,11.22053,5.4718022,6.919929,9,1,2,3.605,-6.0953398,16.786823,1,32,6,10,4,3.1726143,-3.1726143,0.10422292,0.1225169,213.04663,111.10364,0,0,23.273705,0,17.440542,124.87382,66.346657,0,9.4210396,13.566921,13.566921,7.7675405,0.87405944,0.39230511,0.058129501,0.12594053,0.60769486,0.067811035,524.79175,235.54289,34.901382,75.615631,364.8645,40.714245,0.47368422,0.89999998,1,1,600.40741,600.40741,10,6,0.44186047,5.62959,31.633854,34.776947,38.294804,73.758316,9.1278973,18.868406,3.5006065,129.44461,37.736813,238.70757,17.001579,47.724434,50.073433,6.2486277,27.06109,11.455817,216.98666,83.847054,172.4527,85.150002,0.29449749,6.5849624,4.101727,10.544523,600.40741,820.36066,36.554882,486.89893,30.390074,50.121803,605.18298,7235,77,238,0
S(=O)(=O)(C)N1Cc2c(-c3ccc(C(F)(F)F)cc3)nn(CCCN3CCC(n4c(O)nc5c4cccc5)CC3)c2CC1,86.62117,3,5,6,20,75,1,7,42,31,134.79539,1.797272,29,0,3,33,6,3,1.0056154,-2.7919412,-0.56772512,0.55269754,2.7242098,-2.7987545,-0.46547109,0.64632392,2.7747948,-2.5239296,-0.43156904,0.7423262,2.9865632,55.400829,7,0.14893617,21,80,0,47,4,8,0.17021276,59,29.64769,24.072851,17.76722,19.424074,19.986334,15.932548,8.6723204,10.704492,0,0.81010228,20,-0.85933149,-0.39164183,0.011075864,2.9917507,-0.9527477,-0.33261594,0.15042043,3.0581622,-0.52279484,-0.20075879,0.16962686,3.2546806,12.347226,16.965502,14.602051,2.1660132,3.5005825,-6.7599707,10.478856,15.510156,0.96616143,12.562357,5.5555305,1.1708651,10.259321,31.961069,13.013291,7.0620189,26.63501,10.794259,5.8388214,6.8453622,9,1,2,3.90276,-6.36093,15.41584,1,32,6,9,4,3.203934,-3.203934,0.13028401,0.10313035,164.89824,69.22644,12.796158,20.72374,27.764715,0,9.0455017,99.225731,49.019615,0,45.146946,37.6991,0,7.7675405,0.84856474,0.43963355,0.083683953,0.15143527,0.56036645,0.067751311,461.03687,238.85893,45.46664,82.276855,304.45477,36.810219,0.5,1,1,1,543.31372,543.31372,10,6,0.14285715,5.60887,25.385227,89.938766,6.6407428,73.758316,9.1278973,50.559578,7.7595162,151.37607,60.587185,86.145271,15.29866,48.171688,112.03264,7.7595162,17.49564,10.230597,253.49825,73.758316,38.331917,96.489998,0.3002032,6.5545888,4.1441636,10.473776,543.31372,743.95789,47.12014,427.77826,27.54615,60.687061,602.68201,6999,72,236,0
S(=O)(=O)(N1CCN(C(=O)C)CC1)c1cc(C)c(-c2ccc(N(C(=O)c3c(O)cc(O)cc3)Cc3cscc3)cc2)nc1,87.815788,3,5,7,23,72,2,9,42,29,124.31139,1.7265471,30,0,0,30,4,6,1.1494707,-2.740124,-0.67465782,0.73052245,2.6711235,-2.8732626,-0.55947191,0.71953481,2.5530176,-2.4474475,-0.51787853,0.89036304,2.9744561,50.72821,9,0.19565217,23,76,2,46,2,9,0.19565217,51,30.017933,24.729502,17.963737,20.371668,20.039751,15.603199,8.4396639,11.20351,0,0.79636019,21,-0.85234362,-0.43810701,0.10600303,2.8097897,-0.9678067,-0.36554319,0.12229693,2.8808882,-0.50894564,-0.22018594,0.22769335,3.0971081,11.600048,17.941097,13.893472,5.2194371,5.1445403,-7.97228,14.604688,16.416185,-0.33842418,7.2856364,9.4037609,2.3868673,0.25193068,33.365784,14.6135,7.8777933,26.949068,11.738434,6.303762,7.5319014,10,2,1,2.7780001,-5.3804798,16.288635,1,29,5,8,3,3.4255643,-3.4255643,0.087724045,0.10501905,171.03175,90.202087,16.745916,19.760618,33.597878,12.949531,4.1846013,84.439278,36.764713,28.461931,0,37.6991,27.133842,15.535081,0.77338183,0.39763427,0.13892332,0.22661814,0.60236573,0.087694824,447.40628,230.03394,80.368019,131.10004,348.47238,50.73201,0.47619048,0.90909094,1,1,578.50635,578.50635,11,5,0.69047618,4.4959202,53.894768,80.117661,30.502958,73.758316,33.418941,1.5507339,0,213.57736,0,129.6129,16.02319,95.896118,72.19886,4.6750479,20.043581,8.69907,226.07462,84.275879,104.57046,131.35001,0.29547828,6.523562,4.1443291,10.473384,578.50635,761.87134,64.832939,421.55502,36.004669,91.966782,606.724,6877,72,226,0
Fc1c(C=2N=C(N(C)C(=O)C=2)N2CC(c3ccc(N4CCN(c5n(-c6ccccc6)nc(C)c5)CC4)cc3)OCC2)ccnc1,94.138756,3,4,5,23,80,0,5,45,32,127.25561,1.590695,34,0,1,35,8,2,0.88340276,-2.7196205,-0.60706455,0.68586612,2.6439371,-2.8546262,-0.49694619,0.77962166,2.611448,-2.42065,-0.46459055,0.85430676,2.9384289,54.879246,6,0.11764706,23,86,3,51,2,6,0.11764706,60,30.915274,25.382172,20.610001,23.200096,21.940693,15.208888,8.9943581,11.884578,1,0.73966968,23,-0.84183562,-0.40381131,0.068314135,2.9214613,-0.99299985,-0.3373895,0.156574,2.9564133,-0.51128596,-0.20446847,0.19305076,3.1995904,12.118543,13.734809,13.734809,4.658442,5.3246913,-8.4097748,16.094725,17.269358,0.88287234,14,6.2138414,1.6837882,1.1819197,33.494808,15.266654,7.6086659,23.91441,10.810524,5.3562946,5.7450509,10,0,1,3.9030001,-6.0353198,16.979712,1,41,7,10,3,3.3719466,-3.3719466,0.075825483,0.10927434,186.82463,154.56129,16.095491,9.0208454,15.681574,12.949531,0,94.485641,61.274521,0,9.4210396,17.591211,19.249496,2.503756,0.88664299,0.34106994,0.065611392,0.11335704,0.65893006,0.047745641,531.68347,204.52567,39.344463,67.975571,395.13336,28.631105,0.47826087,0.91666669,1,1,599.65906,599.65906,12,7,0.55555558,4.3793201,6.2486277,48.631611,43.983124,131.56372,9.1278973,49.682716,0,251.66042,6.4686494,53.370796,17.192301,34.862103,73.219376,15.369646,15.596547,10.598163,246.14693,138.7216,66.223206,82.330002,0.28796819,6.6724253,4.2992268,10.652191,599.65906,820.23907,36.856869,498.06766,39.821667,36.856869,606.70599,8721,78,248,0
O=C(Nc1cc(-n2nnc(-c3cc(N4CCOCC4)cnc3)c2)c(C)cc1)c1oc(C(C)(C)C)c(CN2CCN(C)CC2)c1,97.291306,3,4,7,22,86,1,8,44,30,130.96155,1.5228087,33,0,0,42,8,3,1.0000753,-2.7712152,-0.36490625,0.33026305,2.6687365,-2.8710968,-0.25179192,0.4328891,2.6916032,-2.4851036,-0.13801588,0.5642944,2.9440861,60.604694,7,0.14285715,22,91,1,49,4,9,0.18367347,68,30.846359,26.338003,21.482763,23.294317,21.135181,15.308261,9.1123133,11.098338,0,0.71921951,23,-0.85921061,-0.35654062,-0.0831341,2.8984535,-0.99320358,-0.29654709,0.040155623,2.9559007,-0.52438855,-0.13933031,0.11854146,3.1587577,15.145715,13.080793,10.296633,1.9160721,4.1288681,-7.4965925,12.834257,17.196442,1.081362,14,4.7355447,2.0823395,3.165355,33.884216,15.047014,8.5448961,26.258825,11.587635,6.5516758,6.9154019,11,1,2,2.073,-5.1338902,16.910149,1,34,6,12,5,3.3290787,-3.3290787,0.087596484,0.13637452,267.35049,104.53268,15.158071,17.077532,0,12.949531,0,93.214523,81.65744,9.4210396,0,0,19.249496,5.1444035,0.94032264,0.33349606,0.038983136,0.059677381,0.66650391,0.020694245,588.41174,208.6869,24.3939,37.34343,417.0683,12.949531,0.47826087,0.91666669,1,1,625.75519,625.75519,12,6,0.45454547,4.6309199,3.1243138,81.283752,10.999887,152.48999,41.131008,42.404533,0,148.55806,0,157.25713,17.06992,44.36945,58.014221,3.1243138,17.268791,32.223316,158.29857,157.74876,166.20125,104.79,0.28902414,6.6147099,4.2398453,10.607393,625.75519,832.50244,44.333797,511.11157,32.370327,50.016373,598.75201,8004,70,240,0
S(=O)(=O)(NC1CCN(Cc2ccc(-c3n-4c(nn3)-c3c(Nc5ncccc-45)cccc3)cc2)CC1)c1ccc(C(=O)C)cc1,91.756584,3,5,7,29,75,2,9,44,29,122.70994,1.6361325,33,0,0,31,7,3,0.8722409,-2.7976596,-0.63244945,0.69952369,2.7174056,-2.8583798,-0.53807992,0.7538138,2.7041423,-2.5185537,-0.49867648,0.85431087,3.0009048,49.243416,7,0.14,29,81,1,50,4,7,0.14,51,30.260572,24.958696,19.273138,22.070339,21.353306,16.061544,10.095476,13.459493,0,0.76323873,23,-0.8525064,-0.3901599,0.08424826,2.8804703,-1.1341801,-0.34735322,0.16445385,2.9561758,-0.51888734,-0.21605732,0.19967405,3.1636515,14.564183,15.863005,10.532733,3.2164986,4.7353692,-8.539752,16.591921,17.171125,0.97245049,11.093745,5.4803767,1.1618873,2.1179049,32.5424,14.233815,7.2323999,24.522112,10.650769,5.3854733,5.9358945,10,2,2,5.6535301,-8.4689302,16.943775,1,39,7,8,4,2.9538755,-2.9538755,0.095498189,0.10094658,140.74019,79.299355,19.809576,30.839645,0,4.1846013,0,138.27292,73.529427,18.842079,2.5295215,37.835991,13.566921,0,0.90063906,0.50867236,0.091881119,0.099360965,0.49132767,0.007479846,503.8627,284.57684,51.402912,55.587513,274.87338,4.1846013,0.47826087,0.91666669,1,1,559.4502,559.4502,12,7,0.25,5.4651999,16.404997,127.005,10.622711,36.879158,30.233366,1.5507339,0,278.00269,37.736813,56.850262,16.85807,72.033905,55.134953,17.955732,10.353119,36.879158,320.39532,42.566769,39.966759,122.11,0.29337725,6.643856,4.3050179,10.572714,559.4502,793.62195,70.108101,396.65979,52.135815,83.865883,605.72296,8316,80,246,0
